time,pm10,pm25,co,no2,so2,o3,temperature,humidity,wind_speed,pressure_msl
2025-05-29,43.0,24.2,406.0,20.7,12.6,52.0,28.9,90.0,8.1,998.2
2025-05-30,87.1,26.3,229.0,9.1,6.7,95.0,31.5,59.0,20.3,995.6
2025-05-31,52.5,22.3,231.0,5.7,6.0,77.0,29.5,82.0,18.7,997.0
2025-06-01,49.6,19.4,242.0,7.2,6.3,69.0,29.4,81.0,14.8,999.0
2025-06-02,56.5,21.5,316.0,12.2,8.3,55.0,29.3,85.0,15.9,997.9
2025-06-03,73.1,25.6,202.0,9.1,7.2,66.0,29.0,80.0,16.6,999.2
2025-06-04,64.5,32.8,249.0,11.8,8.6,75.0,28.5,90.0,11.5,1000.8
2025-06-05,58.9,23.9,202.0,13.2,10.1,45.0,29.0,81.0,11.9,1004.6
2025-06-06,64.0,25.1,206.0,16.8,11.4,43.0,29.1,80.0,11.5,1007.9
2025-06-07,63.8,25.3,185.0,13.2,9.6,52.0,28.6,77.0,13.7,1007.9
2025-06-08,48.4,21.7,187.0,10.9,8.4,57.0,28.5,80.0,14.9,1007.1
2025-06-09,49.7,23.9,176.0,12.8,9.3,59.0,29.0,76.0,15.9,1006.9
2025-06-10,41.9,18.6,179.0,12.6,9.2,51.0,28.8,77.0,15.6,1005.0
2025-06-11,48.9,22.5,197.0,12.5,9.8,54.0,29.2,77.0,16.1,1003.9
2025-06-12,38.3,20.8,175.0,11.4,9.5,53.0,29.0,84.0,14.3,1002.9
2025-06-13,23.4,14.2,173.0,14.2,10.1,46.0,28.8,88.0,11.5,1001.1
2025-06-14,60.1,22.9,241.0,18.6,9.9,44.0,29.2,91.0,11.4,999.3
2025-06-15,93.8,27.8,220.0,19.5,9.0,43.0,28.8,92.0,11.2,997.9
2025-06-16,88.7,32.9,292.0,36.8,14.3,23.0,29.4,87.0,4.8,997.3
2025-06-17,106.9,35.3,208.0,32.7,19.2,32.0,29.8,91.0,9.1,997.5
2025-06-18,46.9,22.7,180.0,14.8,10.5,52.0,29.4,85.0,14.6,999.0
2025-06-19,42.3,21.2,185.0,8.8,8.5,57.0,29.1,85.0,17.0,998.3
2025-06-20,45.8,20.0,196.0,8.4,7.5,57.0,29.1,84.0,16.0,998.0
2025-06-21,49.1,21.5,212.0,9.7,8.6,55.0,29.2,90.0,14.8,999.8
2025-06-22,40.9,21.9,224.0,15.2,10.1,48.0,29.1,88.0,12.6,1000.1
2025-06-23,50.3,24.6,256.0,16.6,12.0,50.0,29.0,85.0,8.3,998.1
2025-06-24,71.9,30.0,303.0,19.6,12.4,40.0,29.0,89.0,9.5,996.4
2025-06-25,71.0,30.2,358.0,28.5,14.8,29.0,29.1,88.0,6.4,996.4
2025-06-26,79.9,30.0,390.0,23.6,12.3,35.0,29.3,85.0,7.2,998.0
2025-06-27,63.3,25.4,306.0,18.1,12.9,58.0,29.7,88.0,5.7,999.0
2025-06-28,50.3,24.4,450.0,14.6,9.8,66.0,27.9,91.0,9.1,998.4
2025-06-29,47.5,22.5,317.0,22.4,12.7,43.0,27.7,88.0,14.9,998.2
2025-06-30,30.3,20.0,311.0,29.3,13.4,40.0,28.3,92.0,11.0,997.3
2025-07-01,46.2,21.2,219.0,14.3,8.5,41.0,28.9,88.0,15.1,998.6
2025-07-02,47.8,21.5,235.0,17.7,9.9,36.0,28.6,88.0,13.0,999.2
2025-07-03,60.3,24.3,254.0,21.9,11.4,31.0,28.8,85.0,10.7,998.6
2025-07-04,60.3,25.1,290.0,28.3,12.8,23.0,29.3,86.0,8.2,999.3
2025-07-05,62.6,25.8,239.0,22.9,11.3,36.0,29.3,84.0,10.3,999.2
2025-07-06,69.2,25.3,223.0,14.1,9.4,56.0,29.6,84.0,9.9,998.4
2025-07-07,77.3,32.0,226.0,32.1,13.8,30.0,29.3,85.0,10.6,997.6
2025-07-08,82.0,29.4,365.0,26.9,13.4,34.0,29.2,83.0,8.8,998.8
2025-07-09,106.4,34.5,200.0,19.3,10.3,44.0,29.7,80.0,12.9,999.9
2025-07-10,85.2,33.3,203.0,28.6,12.0,31.0,29.4,84.0,12.1,999.9
2025-07-11,81.5,34.5,287.0,28.8,12.4,26.0,29.4,80.0,8.6,1000.9
2025-07-12,56.2,24.3,207.0,22.7,12.0,34.0,29.1,82.0,13.0,1002.7
2025-07-13,52.9,21.5,212.0,13.9,9.2,45.0,28.9,80.0,14.1,1003.3
2025-07-14,64.3,22.1,199.0,11.9,9.0,49.0,28.5,85.0,14.4,1001.4
2025-07-15,64.3,23.4,229.0,14.3,9.3,47.0,28.6,83.0,14.3,1000.6
2025-07-16,70.1,29.2,235.0,17.3,10.0,41.0,28.6,80.0,10.9,1001.0
2025-07-17,78.2,33.6,220.0,23.5,12.5,31.0,28.6,82.0,12.6,1001.4
2025-07-18,56.7,24.6,279.0,16.6,13.8,37.0,29.0,76.0,11.5,1002.3
2025-07-19,60.8,23.5,172.0,9.5,11.1,47.0,29.0,78.0,14.1,1001.1
2025-07-20,58.0,24.3,171.0,9.9,10.3,48.0,28.7,82.0,14.7,998.5
2025-07-21,52.5,23.5,244.0,16.6,12.7,41.0,29.1,82.0,11.6,998.9
2025-07-22,60.5,29.1,286.0,20.3,11.8,37.0,29.1,82.0,9.9,1000.9
2025-07-23,51.2,22.7,195.0,10.2,7.9,48.0,28.6,82.0,17.9,1000.1
2025-07-24,46.3,20.7,206.0,10.7,8.0,49.0,28.4,85.0,16.3,997.0
2025-07-25,51.2,24.6,257.0,18.5,11.0,41.0,28.4,84.0,12.7,997.2
2025-07-26,54.1,22.8,232.0,13.1,9.2,51.0,28.6,82.0,15.1,998.1
2025-07-27,72.9,29.3,193.0,13.1,10.2,51.0,28.6,78.0,14.8,998.5
2025-07-28,58.8,24.3,207.0,14.5,11.0,48.0,28.4,80.0,14.2,999.0
2025-07-29,62.2,22.7,207.0,10.4,8.9,51.0,28.2,83.0,15.2,999.6
2025-07-30,48.0,22.0,207.0,10.5,9.2,51.0,27.8,86.0,15.0,999.3
2025-07-31,65.4,26.2,245.0,13.3,10.2,48.0,27.6,89.0,11.0,999.0
2025-08-01,47.7,24.0,258.0,18.5,11.6,37.0,27.3,91.0,10.6,1000.3
2025-08-02,59.8,25.6,226.0,17.4,10.9,39.0,27.1,89.0,13.8,1002.4
2025-08-03,51.1,21.5,213.0,14.5,9.5,43.0,27.1,87.0,13.3,1002.6
2025-08-04,39.6,17.5,243.0,17.7,11.0,39.0,27.3,86.0,11.5,1004.6
2025-08-05,38.1,17.1,185.0,13.4,8.9,43.0,27.0,87.0,15.1,1004.3
2025-08-06,40.4,20.1,210.0,12.3,8.4,45.0,26.7,88.0,14.6,1004.3
2025-08-07,50.2,23.7,241.0,17.3,10.7,38.0,26.7,88.0,11.7,1004.7
2025-08-08,42.0,21.5,233.0,15.9,9.7,39.0,26.9,85.0,13.4,1004.9
2025-08-09,30.6,15.3,207.0,10.7,8.6,44.0,27.1,84.0,15.0,1006.7
2025-08-10,32.6,16.8,199.0,13.8,9.4,38.0,26.8,88.0,12.5,1006.7
2025-08-11,42.4,20.0,196.0,12.7,8.7,39.0,26.8,86.0,13.5,1005.9
2025-08-12,37.8,18.6,187.0,9.9,7.9,41.0,27.1,81.0,17.5,1004.3
2025-08-13,49.8,25.9,242.0,13.2,9.2,38.0,27.0,86.0,13.5,1002.1
2025-08-14,43.9,20.9,366.0,21.4,12.4,29.0,27.2,88.0,4.8,1001.3
2025-08-15,49.6,21.5,270.0,28.7,13.0,23.0,27.6,89.0,4.4,1002.3
2025-08-16,61.7,27.7,288.0,37.4,15.5,13.0,28.1,85.0,2.9,1001.3
2025-08-17,50.6,24.4,235.0,30.8,13.8,19.0,28.2,85.0,7.9,1000.7
2025-08-18,40.4,22.1,320.0,33.2,16.3,15.0,28.9,83.0,7.6,1001.4
2025-08-19,37.4,22.9,275.0,26.2,16.1,35.0,27.9,89.0,6.8,1002.1
2025-08-20,40.0,27.6,300.0,35.1,14.9,29.0,27.5,90.0,9.6,1000.1
2025-08-21,40.0,27.6,300.0,35.1,14.9,29.0,27.5,90.0,9.6,1000.1
2025-08-22,41.7,39.6,1146.0,63.8,26.3,9.0,27.4,97.0,6.8,1002.6
2025-08-23,35.7,21.7,225.0,13.1,8.2,52.0,27.5,89.0,15.7,1001.3
2025-08-24,42.7,19.4,208.0,12.0,7.5,43.0,27.4,91.0,15.3,1001.0
2025-08-25,38.5,16.9,246.0,13.6,8.1,41.0,27.3,90.0,12.4,1003.1
2025-08-26,61.5,24.0,375.0,26.7,11.6,24.0,27.0,90.0,11.7,1002.1
2025-08-27,83.4,31.2,302.0,28.0,12.5,23.0,26.7,94.0,10.3,1003.5
2025-08-28,57.4,26.1,281.0,24.8,11.0,28.0,26.7,92.0,9.1,1003.9
2025-08-29,75.0,31.1,245.0,19.8,10.2,36.0,26.8,91.0,10.3,1003.1
2025-08-30,88.0,38.3,435.0,32.5,12.0,23.0,26.8,91.0,7.4,1003.9
2025-08-31,72.9,34.0,344.0,29.7,13.5,27.0,27.2,92.0,9.2,1004.6
2025-09-01,48.1,19.9,212.0,14.9,8.2,40.0,26.7,89.0,13.6,1002.2
2025-09-02,47.8,24.4,236.0,16.2,8.5,44.0,26.7,86.0,12.1,1001.2
2025-09-03,65.0,33.5,336.0,29.0,10.9,22.0,27.1,83.0,7.9,1003.9
2025-09-04,61.7,31.2,260.0,28.9,12.5,24.0,26.9,83.0,10.2,1005.1
2025-09-05,47.0,22.3,198.0,16.7,9.3,36.0,26.8,86.0,12.7,1006.0
2025-09-06,49.7,26.4,172.0,14.7,9.2,40.0,27.3,85.0,13.4,1005.7
2025-09-07,41.7,24.8,200.0,21.7,11.6,34.0,26.9,88.0,11.4,1004.3
2025-09-08,50.5,28.2,239.0,17.5,11.0,38.0,27.0,85.0,13.3,1002.2
2025-09-09,55.6,31.5,274.0,36.3,15.2,18.0,26.3,94.0,10.2,1003.4
2025-09-10,19.7,18.9,235.0,34.9,13.5,29.0,25.6,94.0,4.4,1004.6
2025-09-11,47.8,29.5,438.0,40.5,14.5,8.0,26.2,90.0,10.6,1007.2
2025-09-12,29.2,16.4,334.0,26.0,10.4,18.0,26.5,88.0,10.3,1007.4
2025-09-13,26.5,17.5,368.0,31.3,11.2,12.0,26.5,88.0,8.2,1008.6
2025-09-14,19.3,12.8,266.0,21.4,9.5,25.0,26.6,87.0,11.3,1008.5
2025-09-15,22.6,13.4,194.0,13.1,7.9,33.0,26.6,85.0,16.4,1008.2
2025-09-16,21.4,13.0,175.0,11.0,7.2,35.0,26.8,86.0,15.6,1005.6
2025-09-17,34.5,20.4,300.0,20.0,10.1,27.0,26.9,89.0,10.9,1005.8
2025-09-18,51.2,27.9,436.0,38.3,13.5,10.0,26.4,92.0,6.8,1006.7
2025-09-19,77.5,31.2,391.0,36.1,12.7,14.0,26.5,93.0,7.9,1006.8
2025-09-20,77.5,31.2,391.0,36.1,12.7,14.0,26.5,93.0,7.9,1006.8
2025-09-21,69.6,29.2,329.0,34.8,12.1,15.0,26.1,85.0,9.4,1007.9
2025-09-22,52.2,23.2,244.0,26.0,10.7,27.0,26.3,82.0,10.6,1007.5
2025-09-23,29.3,15.4,212.0,16.0,8.6,38.0,26.8,83.0,12.3,1008.3
2025-09-24,37.4,20.4,222.0,17.7,8.6,35.0,26.9,80.0,12.5,1006.8
2025-09-25,47.3,23.2,286.0,24.3,9.9,26.0,26.6,87.0,9.3,1005.1
2025-09-26,47.3,23.2,286.0,24.3,9.9,26.0,26.6,87.0,9.3,1005.1
2025-09-27,42.0,28.4,451.0,41.2,15.4,9.0,25.7,90.0,8.7,1009.2
2025-09-28,31.1,21.9,253.0,32.5,11.9,19.0,26.1,95.0,11.8,1008.7
2025-09-29,62.4,29.6,190.0,18.4,8.2,37.0,26.8,95.0,16.5,1003.5
2025-09-30,44.4,39.2,712.0,59.8,23.6,18.0,30.2,67.0,3.3,1000.9
2025-10-01,27.0,26.9,449.0,23.0,9.4,53.0,27.9,80.0,9.4,1001.2
2025-10-02,27.0,26.9,449.0,23.0,9.4,53.0,27.9,80.0,9.4,1001.2
2025-10-03,27.0,26.9,449.0,23.0,9.4,53.0,27.9,80.0,9.4,1001.2
2025-10-04,16.9,12.3,481.0,12.3,6.2,41.0,26.3,94.0,12.9,1009.1
2025-10-05,19.5,14.9,313.0,22.3,9.1,30.0,27.0,90.0,11.1,1008.3
2025-10-06,27.0,15.7,208.0,13.2,7.3,51.0,27.7,82.0,16.5,1007.7
2025-10-07,42.7,18.5,199.0,7.9,6.1,53.0,27.5,81.0,17.3,1009.1
2025-10-08,115.9,42.1,688.0,52.5,14.7,9.0,26.6,69.0,9.8,1010.8
2025-10-09,115.9,42.1,688.0,52.5,14.7,9.0,26.6,69.0,9.8,1010.8
2025-10-10,79.6,39.6,689.0,51.7,16.1,15.0,25.9,79.0,6.9,1013.2
2025-10-11,76.4,45.2,880.0,49.6,15.3,23.0,25.6,75.0,6.8,1011.8
2025-10-12,64.0,44.5,645.0,49.9,16.6,23.0,25.1,80.0,6.7,1012.9
2025-10-13,63.6,47.6,604.0,38.2,14.5,52.0,25.2,76.0,7.0,1012.9
2025-10-14,60.1,49.9,767.0,49.2,17.5,32.0,25.0,78.0,7.7,1012.4
2025-10-15,40.4,34.3,432.0,32.2,13.3,61.0,25.6,72.0,8.6,1010.1
2025-10-16,39.6,37.0,603.0,36.5,16.5,58.0,25.7,68.0,7.9,1010.8
2025-10-17,51.8,47.1,772.0,54.7,20.1,43.0,26.2,54.0,6.2,1011.8
2025-10-18,49.8,45.4,782.0,56.0,21.9,50.0,25.5,61.0,7.6,1012.9
2025-10-19,40.7,36.1,750.0,55.8,17.7,33.0,24.7,89.0,6.3,1010.9
2025-10-20,32.6,28.2,662.0,41.4,15.8,45.0,25.8,76.0,9.0,1009.7
2025-10-21,42.5,36.9,867.0,64.2,19.2,21.0,25.9,61.0,8.5,1010.7
2025-10-22,42.5,36.9,867.0,64.2,19.2,21.0,25.9,61.0,8.5,1010.7
2025-10-23,60.8,52.9,809.0,62.1,14.8,25.0,28.5,34.0,6.1,1012.3
2025-10-24,60.8,52.9,809.0,62.1,14.8,25.0,28.5,34.0,6.1,1012.3
2025-10-25,60.8,52.9,809.0,62.1,14.8,25.0,28.5,34.0,6.1,1012.3
2025-10-26,32.9,28.9,470.0,34.4,11.2,60.0,28.2,27.0,8.5,1009.4
2025-10-27,27.5,25.8,496.0,22.5,12.7,81.0,28.7,29.0,12.8,1008.7
2025-10-28,31.8,29.2,385.0,11.4,13.5,103.0,29.0,26.0,16.6,1009.4
2025-10-29,53.9,49.7,424.0,12.2,14.9,108.0,28.2,39.0,15.3,1010.8
2025-10-30,35.0,31.2,400.0,20.3,9.3,59.0,27.5,36.0,12.5,1008.9
2025-10-31,38.6,34.9,429.0,26.5,14.7,67.0,28.0,34.0,11.5,1010.5
2025-11-01,38.6,34.9,429.0,26.5,14.7,67.0,28.0,34.0,11.5,1010.5
2025-11-02,38.6,34.9,429.0,26.5,14.7,67.0,28.0,34.0,11.5,1010.5
2025-11-03,55.3,45.1,776.0,37.8,13.3,37.0,24.1,79.0,7.0,1011.4
2025-11-04,52.2,30.6,788.0,28.6,9.8,48.0,25.6,91.0,10.4,1009.6
2025-11-05,50.3,29.9,296.0,24.6,14.3,51.0,25.8,16.0,15.6,1010.3
2025-11-06,50.3,29.9,296.0,24.6,14.3,51.0,25.8,16.0,15.6,1010.3
2025-11-07,86.6,63.3,1117.0,69.7,21.4,16.0,21.5,83.0,6.3,1014.4
2025-11-08,55.1,43.5,865.0,31.4,12.5,60.0,22.4,66.0,7.0,1015.9
